Reaction ID	Reaction name	Relative objective flux change
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	1.0000000000000044
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	1.0000000000000044
2AGPGAT140	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)	1.0000000000000044
2AGPGAT141	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)	1.0000000000000004
2AGPGAT160	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)	1.0000000000000044
2AGPGAT161	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)	1.0000000000000044
2AGPGAT180	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)	1.0000000000000044
2AGPGAT181	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)	1.0000000000000044
2DGULRGx	2-Dehydro-L-gulonate reductase to gluconate (NADH)	1.0000000000000044
2DGULRGy	2-Dehydro-L-gulonate reductase to gluconate (NADPH)	1.0000000000000009
2DGULRx	2-dehydro-L-gulonate reductase (NADH)	1.0000000000000044
2DGULRy	2-dehydro-L-gulonate reductase (NADPH)	1.0000000000000044
2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase	1.0000000000000044
3AMACHYD	3-aminoacrylate hydrolase	1.0000000000000044
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	1.0012484622958533
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	1.0012484622958533
3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	1.0000000000000044
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	1.000447373442068
3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	1.0000000000000044
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	1.000447373442068
3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	1.0000000000000044
3HAD180	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	1.0000000000000044
3HAD181	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	1.0000000000000044
3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	1.0001119514539847
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	1.0012484622958533
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	1.0012484622958533
3HCINNMH	3-hydroxycinnamate hydroxylase	1.0000000000000044
3HPPPNH	3-(3-hydroxy-phenyl)propionate hydroxylase	1.0000000000000044
3KGK	3-keto-L-gulonate kinase	1.0000000000000044
3NTD2pp	3'-nucleotidase (UMP) (periplasm)	1.0000000000000044
3NTD4pp	3'-nucleotidase (CMP) (periplasm)	1.0000000000000044
3NTD7pp	3'-nucleotidase (AMP) (periplasm)	1.0000000000000044
3NTD9pp	3'-nucleotidase (GMP) (periplasm)	1.0000000000000044
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	1.0000000000000044
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	1.0000000000000044
3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	1.0000000000000044
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	1.0000000000000044
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	1.0002801293580093
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	1.0002801293580093
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	1.0000000000000044
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	1.000161701480486
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	1.0000000000000044
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	1.0001004437656562
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	1.0000000000000044
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	1.0000000000000044
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	1.0000000000000044
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	1.0002801293580093
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	1.0002801293580093
3OXCOAT	3-oxoadipyl-CoA thiolase	1.0000000000000044
3PEPTabcpp	Tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	1.0000000000000044
42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	1.0000000000000044
4HTHRS	4-Hydroxy-L-threonine synthase	1.0000000000000044
4PCP	Tetrapeptide L,D-carboxypeptidase	1.0000000000000044
4PEPTabcpp	Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	1.0000000000000009
5DOAN	5'-deoxyadenosine nuclosidase	1.000000101190524
AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)	1.0009641110582594
AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	1.000000000000002
AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	1.0058210560354817
AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	1.000248237581185
AACPS5	Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	1.0000000000000013
AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	1.0000000000000013
AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	1.0000000000000013
AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	1.0000000000000013
AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	1.0000000000000013
AADDGT	DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	1.0000000000000044
AAMYL	Alpha-amylase	1.0000000000000013
AAMYLpp	Alpha-amylase (periplasm)	1.0000000000000013
AB6PGH	Arbutin 6-phosphate glucohydrolase	1.0000000000000024
ABTA	4-aminobutyrate transaminase	1.0000000000000013
ABUTD	Aminobutyraldehyde dehydrogenase	1.0000000000000013
ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	1.0000000000000013
ACACCT	Acetyl-CoA:acetoacetyl-CoA transferase	1.0000000000000013
ACANTHAT	Acetyl-CoA:anthranilate acetyltransferase	1.0000000000000013
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	1.0000000000000013
ACCOAC	Acetyl-CoA carboxylase	1.07357808319886
ACCOAL	Acetate-CoA ligase (ADP-forming)	1.0000000000000004
ACGAMK	N-acetylglucosamine kinase	1.0000000000000009
ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	1.000000000000006
ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	1.000000000000006
ACGK	Acetylglutamate kinase	1.0002885361672105
ACGS	N-acetylglutamate synthase	1.0057864747276761
ACHBS	2-aceto-2-hydroxybutanoate synthase	1.0011847185006664
ACLS	Acetolactate synthase	1.003339131636307
ACM6PH	N-acetylmuramate 6-phosphate hydrolase	1.000000000000006
ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	1.000000000000006
ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)	1.000000000000006
ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	1.000000000000006
ACMUMtex	N-acetylmuramate transport via diffusion (extracellular to periplasm)	1.000000000000006
ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	1.000000000000006
ACNML	N-Acetylneuraminate lyase	1.000000000000006
ACODA	Acetylornithine deacetylase	1.0000519020390655
ACOLIPAabctex	Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	1.000000000000006
ACONMT	Trans-aconitate methyltransferase	1.000000000000006
ACPPAT120	Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	1.0000650819577206
ACPPAT140	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	1.000000000000006
ACPPAT141	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	1.000000000000006
ACPPAT160	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	1.0000552171016373
ACPPAT161	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	1.0000650819577206
ACPPAT180	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	1.000000000000006
ACPPAT181	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	1.000000000000006
ACPS1	Acyl-carrier protein synthase	1.000000000000006
ACS	Acetyl-CoA synthetase	1.000000000000006
ACSERtpp	O-Acetyl-L-serine export via facilitated transport	1.000000000000006
ACt4pp	Na+/Acetate symport (periplasm)	1.0000049657990504
ADA	Adenosine deaminase	1.000000000000002
ADCL	4-aminobenzoate synthase	1.00000036710555
ADCS	4-amino-4-deoxychorismate synthase	1.0002009747286489
ADD	Adenine deaminase	1.0000000000000027
ADMDC	Adenosylmethionine decarboxylase	1.0000000000000027
ADNCYC	Adenylate cyclase	1.0000000000000027
ADNK1	Adenosine kinase	1.0000041386413674
ADNUC	Adenosine hydrolase	0.9999999999999992
ADNt2pp_copy1		1.0000000000000027
ADOCBIK	Adenosyl cobinamide kinase	1.0000000000000027
ADOCBLS	Adenosylcobalamin 5'-phosphate synthase	1.0000000000000027
ADOCBLabcpp	Adenosylcobalamin transport via ABC system (periplasm)	1.0000000000000027
ADOCBLtonex	Adenosylcobalimin transport via ton system (extermal)	1.0000000000000027
ADPRDP	ADPribose diphosphatase	1.0000000000000027
ADPT	Adenine phosphoribosyltransferase	1.0000029488983087
ADSK	Adenylyl-sulfate kinase	1.000266018080437
ADSS	Adenylosuccinate synthase	1.0141974956196624
AGDC	N-acetylglucosamine-6-phosphate deacetylase	0.9999999999999974
AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	1.0000000000000027
AGM3PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	1.0000000000000027
AGM3PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	1.0000000000000027
AGM3Pt2pp	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	1.0000000000000027
AGM4PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	1.0000000000000027
AGM4PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	1.0000000000000027
AGM4PCP	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	1.0000000000000027
AGM4PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	1.0000000000000027
AGM4Pt2pp	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	1.0000000000000027
AGMH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	1.0000000000000027
AGMHE	ADP-D-glycero-D-manno-heptose epimerase	1.0000000000000029
AGMT	Agmatinase	1.0000000000000029
AGMt2pp	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	1.0000000000000029
AGPAT120	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	1.0000381324767602
AGPAT140	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	1.0000000000000029
AGPAT141	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	1.0000000000000029
AGPAT160	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	1.0000323526445596
AGPAT161	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	1.0000381324767602
AGPAT180	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	1.0000000000000029
AGPAT181	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	1.0000000000000029
AGt3	Silver transport out via proton antiport	1.0000000000000029
AHCYSNS	S-adenosylhomocysteine nucleosidase	1.0000098173699912
AIRC2	Phosphoribosylaminoimidazole carboxylase	1.0035914986837748
AKGDH	2-Oxogluterate dehydrogenase	1.000788333383699
ALAALAD	D-alanine-D-alanine dipeptidase	1.0000000000000029
ALAALAabcpp	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	1.0000000000000029
ALATA_D2	D-alanine transaminase	1.0000000000000029
ALATA_L2	Alanine transaminase	1.0000000000000029
ALATRS	Alanyl-tRNA synthetase	1.0000000000000029
ALAabcpp	L-alanine transport via ABC system (periplasm)	1.0000000000000029
ALAt2pp_copy1		1.0000000000000029
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	1.0000049657990477
ALDD2x	Aldehyde dehydrogenase (acetaldehyde, NAD)	1.0027612142086175
ALDD2y	Aldehyde dehydrogenase (acetaldehyde, NADP)	1.0050768781740371
ALDD3y	Aldehyde dehydrogenase (propanal, NADP)	0.9999999999999973
ALLK	Allose kinase	1.0000000000000029
ALLTAMH	Allantoate amidohydrolase	1.0000000000000029
ALLTN	Allantoinase	1.0000000000000029
ALLabcpp	D-allose transport via ABC system (periplasm)	1.0000000000000029
ALPATE160pp	Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)	1.0000000000000029
ALPATG160pp	Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)	1.0000000000000029
ALR2	Aldose reductase (methylglyoxal)	1.0000000000000029
ALR4x	Aldose reductase (acetol)	1.0000000000000029
ALTRH	Altronate hydrolase	1.0000000000000029
AM3PA	Anhydrous-N-Acetylmuramyl-tripeptide amidase	1.0000000000000029
AM4PA	Anhydrous-N-Acetylmuramyl-tetrapeptide amidase	1.0000000000000027
AM4PCP	Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	1.0000000000000022
AMALT1	Amylomaltase (maltotriose)	1.0000000000000009
AMALT2	Amylomaltase (maltotetraose)	1.0000000000000009
AMALT3	Amylomaltase (maltopentaose)	1.0000000000000009
AMALT4	Amylomaltase (maltohexaose)	1.000000000000003
AMANK	N-acetyl-D-mannosamine kinase	1.0000000000000009
AMMQLT8	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	1.0000000000000009
AMPMS2	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	1.0000002917660344
AMPN	AMP nucleosidase	1.0000000000000009
AMPTASECG	Alanyl aminopeptidase (cys-gly)	1.0000000000000013
AMPTASEPG	Aminopeptidase (pro-gly)	1.0000000000000013
ANHMK	1,6-anhydrous-N-Acetylmuramate kinase	1.0000000000000013
ANPRT	Anthranilate phosphoribosyltransferase	1.0051393543805982
ANS	Anthranilate synthase	1.00137465866162
AOXSr2	8-amino-7-oxononanoate synthase	1.000000000189396
AP4AH	Ap4A hydrolase	1.0000000000000009
AP4AS	Ap4A synthetase	1.0000000000000009
AP5AH	Ap5A hydrolase	1.0000000000000009
APCS	Aminopropylcadaverine synthase	1.0000000000000009
APG3PAT120	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)	1.0000308264831184
APG3PAT140	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	1.0000000000000009
APG3PAT141	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)	1.0000000000000009
APG3PAT160	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	1.0000261540670974
APG3PAT161	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	1.0000308264831184
APG3PAT180	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	1.0000000000000009
APG3PAT181	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	1.0000000000000009
APH120	Acylphosphatase (C12:0)	1.0000000000000009
APH140	Acylphosphatase (C14:0)	1.0000000000000009
APH141	Acylphosphatase (C14:1)	1.0000000000000009
APH160	Acylphosphatase (C16:0)	1.0000000000000009
APH161	Acylphosphatase (C16:1)	1.0000000000000009
APH180	Acylphosphatase (C18:0)	1.0000000000000009
APH181	Acylphosphatase (C18:1)	1.0000000000000009
APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase	1.0000003322311843
ARBTNabcpp	Aerobactin transport via ABC system (periplasm)	1.0000000000000009
ARBTptspp	Arbutin transport via PEP:Pyr PTS (periplasm)	1.0000000000000009
ARBTtex	Arbutin transport via diffusion (extracellular to periplasm)	1.0000000000000009
ARBabcpp	L-arabinose transport via ABC system (periplasm)	1.0000000000000009
ARBt3ipp	L-arabinose transport via proton antiport (periplasm)	1.0000000000000009
ARGDC	Arginine decarboxylase	1.0000000000000009
ARGDCpp	Arginine decarboxylase	1.0000000000000018
ARGSS	Argininosuccinate synthase	1.0002726334087233
ARGTRS	Arginyl-tRNA synthetase	1.0000000000000009
ARGabcpp	L-arginine transport via ABC system (periplasm)	1.0000000000000009
ARGt3pp	L-arginine transport out via proton antiport (cytoplasm to periplasm)	1.0000000000000009
ASCBPL	L-ascorbate 6-phosphate lactonase	1.0000000000000009
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)	1.0000000000000009
ASNN	L-asparaginase	1.0000000000000009
ASNNpp	L-asparaginase	1.0000000000000009
ASNS1	Asparagine synthase (glutamine-hydrolysing)	1.0077980125733272
ASNS2	Asparagine synthetase	1.0091568675091573
ASNTRS	Asparaginyl-tRNA synthetase	1.0000000000000009
ASO3t8pp	Arsenite efflux via ATP hydrolysis (periplasm)	1.0000000000000009
ASP1DC	Aspartate 1-decarboxylase	1.0000021901608827
ASPO3	L-aspartate oxidase	1.0000025382189035
ASPO4	L-aspartate oxidase	1.0000000000000009
ASPO5	L-aspartate oxidase	1.00000000000001
ASPO6	L-aspartate oxidase	1.0000021870886409
ASPT	L-aspartase	1.0000000000000038
ASPTRS	Aspartyl-tRNA synthetase	1.0000000000000009
ASPabcpp	L-aspartate transport via ABC system (periplasm)	1.0000000000000009
ASPt2_2pp	Aspartate transport via proton symport (2 H) (periplasm)	1.0000000000000009
ASPt2_3pp	L-asparate transport via proton symport (3 H) (periplasm)	1.0000000000000009
ASPt2pp_copy1		1.0000000000000009
ASR	Arsenate reductase	1.0000000000000042
AST	Arginine succinyltransferase	1.0000000000000042
ATPPRT	ATP phosphoribosyltransferase	1.0035142312025198
BALAt2pp	Beta-alanine transport in via proton symport (periplasm)	1.0000000000000042
BETALDHx	Betaine-aldehyde dehydrogenase	1.0000000000000042
BETALDHy	Betaine-aldehyde dehydrogenase	1.0000000000000042
BMOCOS	Bis-molybdenum cofactor synthase	1.0000000992803948
BPNT	3',5'-bisphosphate nucleotidase	1.001904581436953
BSORx	Biotin sulfoxide reductase	1.0000000000000053
BSORy	Biotin sulfoxide reductase	1.0000000000000022
BTS5	Biotin synthase	1.000000001427404
BUTCT	Acetyl-CoA:butyrate-CoA transferase	1.0000000000000022
BUTSO3abcpp	Butanesulfonate transport via ABC system (periplasm)	1.0000000000000022
BWCOS	Tungsten bispterin cofactor synthase	1.0000000000000022
CA2t3pp	Calcium (Ca+2) transport out via proton antiport (periplasm)	1.0000000000000022
CADVtpp	Lysine/Cadaverine antiporter (periplasm)	1.0000000000000022
CAT	Catalase	1.0000000000000022
CBItonex	Cobinamide transport via ton system (extermal)	1.0000000000000022
CBIuabcpp	Cobinamide transport via ABC system (uptake, periplasm)	1.0000000000000022
CBL1abcpp	Cob(1)alamin transport via ABC system (periplasm)	1.0000000000000022
CBL1tonex	Cob(1)alamin transport via ton system (extermal)	1.0000000000000022
CBPS	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	1.0000000000000022
CCGS	7-cyano-7-carbaguanine synthase	1.0000000000000022
CD2abcpp	Cadmium (Cd+2) ABC transporter (periplasm)	1.0000000000000022
CD2t3pp	Cadmium (Cd+2) transport out via proton antiport (periplasm)	1.0000000000000022
CD2tpp	Cadmium (+2) transport in via permease (no H+)	1.0000000000000022
CDAPPA120	CDP-Diacylglycerol pyrophostatase (n-C12:0)	1.0000000000000022
CDAPPA140	CDP-Diacylglycerol pyrophostatase (n-C14:0)	1.0000000000000022
CDAPPA141	CDP-Diacylglycerol pyrophostatase (n-C14:1)	1.0000000000000022
CDAPPA160	CDP-Diacylglycerol pyrophostatase (n-C16:0)	1.0000000000000022
CDAPPA161	CDP-Diacylglycerol pyrophostatase (n-C16:1)	1.0000000000000022
CDAPPA180	CDP-Diacylglycerol pyrophostatase (n-C18:0)	1.0000000000000022
CDAPPA181	CDP-Diacylglycerol pyrophostatase (n-C18:1)	1.0000000000000022
CDGR	7-cyano-7-deazaguanine reductase	1.0000000000000022
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1.0000013643288168
CFAS160E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	1.0000000000000022
CFAS160G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)	1.0000000000000022
CFAS180E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	1.0000000000000022
CFAS180G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)	1.0000000000000022
CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	1.0000000000000022
CHLabcpp	Choline transport via ABC system (periplasm)	1.0000000000000022
CHLt2pp	Choline transport via proton symport (periplasm)	1.0000000000000022
CHOLD	Choline dehydrogenase	1.0000000000000022
CHORM	Chorismate mutase	1.0000002016514682
CHORS	Chorismate synthase	1.003121516683641
CHRPL	Chorismate pyruvate lyase	1.0000100300149735
CHTBSptspp	Chitobiose transport via PEP:Pyr PTS (periplasm)	1.0000000000000022
CINNDO	Cinnamate dioxygenase	1.0000000000000022
CITL	Citrate lyase	1.0000000000000022
CITt7pp	Citrate transport via succinate antiport (periplasm)	1.0000000000000022
CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)	1.0000000000000022
CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	1.000002121988487
CMtpp	Chloramphenicol transport via TolC system	1.0000000000000022
COBALT2abcpp	Cobalt (Co+2) ABC transporter (periplasm)	1.0000000000000022
COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)	1.0000000000000022
COBALT2tpp	Cobalt transport in via permease (no H+)	1.0000000122271187
COLIPAKpp	Lipid A core kinase (periplasm)	1.0000000000000009
COLIPAPabctex	Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)	1.0000000000000009
COLIPAabcpp	Core oligosaccharide lipid A transport via ABC system (periplasm)	1.0000000000000009
COLIPAabctex	Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	1.0000000000000009
CPGNabcpp	Coprogen transport via ABC system (periplasm)	1.0000000000000009
CPGNtonex	Coprogen transport via ton system (extracellular)	1.0000000000000009
CPH4S	6-carboxy-5,6,7,8-tetrahydropterin synthase	1.0000000000000009
CPMPS	Cyclic pyranopterin monophosphate synthase	1.0000002469826819
CPPPGO	Coproporphyrinogen oxidase (O2 required)	1.0000208128242376
CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	1.0000000000000009
CRNCAL2	Carnitine-CoA Ligase	1.0000000000000009
CRNDCAL2	D-Carnitine-CoA Ligase	1.0000000000000009
CRNDabcpp	D-carnitine transport via ABC system (periplasm)	1.0000000000000009
